CGNDB ID,Geographical Name,Language,Syllabic Form,Generic Term,Generic Category,Concise Code,Toponymic Feature ID,Latitude,Longitude,Location,Province - Territory,Relevance at Scale,Decision Date,Source
GAJST,Grass River,Undetermined,,Locality,Populated Place,UNP,629d5057bee311d892e2080020a0f4c9,50.520833,-98.999722,12-18-12-W,Manitoba,250000,1968-12-31,Manitoba-Sustainable Development
GAJSX,Grass River Provincial Park,Undetermined,,Provincial Park,Administrative Area,PARK,62bcbf39bee311d892e2080020a0f4c9,54.666389,-100.83083,,Manitoba,1000000,1994-03-31,Manitoba-Sustainable Development
GAJUV,Graysville,Undetermined,,Community,Populated Place,UNP,68aef6d5bee311d892e2080020a0f4c9,49.509167,-98.1575,25-6-6-W,Manitoba,250000,1994-03-31,Manitoba-Sustainable Development
GAJUX,Great Falls,Undetermined,,Community,Populated Place,UNP,68c1e296bee311d892e2080020a0f4c9,50.459444,-96.012222,27-17-11-E,Manitoba,250000,1994-03-31,Manitoba-Sustainable Development
GAJVD,Green Bay,Undetermined,,Locality,Populated Place,UNP,6912257bbee311d892e2080020a0f4c9,50.093056,-96.429444,16-13-8-E,Manitoba,250000,1978-02-22,Manitoba-Sustainable Development
GAJVX,Green Oak,Undetermined,,Locality,Populated Place,UNP,6af5b296bee311d892e2080020a0f4c9,50.164722,-96.452778,9-14-8-E,Manitoba,250000,1950-04-06,Manitoba-Sustainable Development
GAJVY,Green Ridge,Undetermined,,Community,Populated Place,UNP,6afd2ca7bee311d892e2080020a0f4c9,49.162778,-97,28-2-4-E,Manitoba,250000,1994-03-31,Manitoba-Sustainable Development
GAJVA,Greenacres,Undetermined,,Neighbourhood,Populated Place,UNP,68f834d9bee311d892e2080020a0f4c9,49.830278,-99.934167,,Manitoba,50000,1977-05-30,Manitoba-Sustainable Development
GAJVG,Greenfarm,Undetermined,,Locality,Populated Place,UNP,6936012dbee311d892e2080020a0f4c9,49.207222,-97.856667,"7,18-3-3-W",Manitoba,250000,1976-09-01,Manitoba-Sustainable Development
GAJVT,Greenland,Undetermined,,Community,Populated Place,UNP,6ae0a3f3bee311d892e2080020a0f4c9,49.633889,-96.728611,"8,9-8-6-E",Manitoba,250000,1994-03-31,Manitoba-Sustainable Development
GAJWB,Greenwald,Undetermined,,Locality,Populated Place,UNP,6c0e9ca9bee311d892e2080020a0f4c9,50.311389,-96.479444,30-15-8-E,Manitoba,250000,1962-02-23,Manitoba-Sustainable Development
GAJWD,Greenway,Undetermined,,Community,Populated Place,UNP,6c157a7abee311d892e2080020a0f4c9,49.365278,-99.115278,2-5-13-W,Manitoba,250000,1994-03-31,Manitoba-Sustainable Development
GAJWO,Gregg,Undetermined,,Community,Populated Place,UNP,6c4cb721bee311d892e2080020a0f4c9,49.979444,-99.296389,3-12-14-W,Manitoba,250000,1994-03-31,Manitoba-Sustainable Development
GBFSW,Gregorys Mill,Undetermined,,Locality,Populated Place,UNP,4b16141bbef611d892e2080020a0f4c9,49.524167,-99.828611,34-6-18-W,Manitoba,50000,1987-11-26,Manitoba-Sustainable Development
GAJWV,Gretna,Undetermined,,Town,Populated Place,TOWN,6d674ee6bee311d892e2080020a0f4c9,49.007778,-97.561667,5-1-1-W,Manitoba,1000000,1998-11-30,Manitoba-Sustainable Development
GAJWY,Grey,Undetermined,,Rural Municipality,Administrative Area,MUN2,6d73f918bee311d892e2080020a0f4c9,49.711111,-98.075,,Manitoba,50000,1933-12-31,Manitoba-Sustainable Development
GAJXJ,Grifton,Undetermined,,Locality,Populated Place,UNP,6ed49a8fbee311d892e2080020a0f4c9,51.332778,-100.65056,29-27-23-W,Manitoba,50000,1977-05-16,Manitoba-Sustainable Development
GBLQE,Grindstone Point Wildlife Refuge,Undetermined,,Wildlife Refuge,Administrative Area,PARK,64ec95cfbef911d892e2080020a0f4c9,51.189722,-96.820556,27-25-5E,Manitoba,1000000,2000-12-05,Manitoba-Sustainable Development
GAJXS,Griswold,Undetermined,,Local Urban District,Populated Place,UNP,6f045d26bee311d892e2080020a0f4c9,49.775,-100.47083,25-9-23-W,Manitoba,250000,1998-11-30,Manitoba-Sustainable Development
GAJYF,Grosse Isle,Undetermined,,Community,Populated Place,UNP,700ec84abee311d892e2080020a0f4c9,50.063611,-97.441667,6-13-1-E,Manitoba,250000,1994-03-31,Manitoba-Sustainable Development
GAJYO,Grund,Undetermined,,Locality,Populated Place,UNP,7032cb0fbee311d892e2080020a0f4c9,49.459167,-99.2675,10-6-14-W,Manitoba,50000,1946-12-03,Manitoba-Sustainable Development
GAJYQ,Grunthal,Undetermined,,Local Urban District,Populated Place,UNP,703fc361bee311d892e2080020a0f4c9,49.406667,-96.858056,21-5-5-E,Manitoba,1000000,1998-11-30,Manitoba-Sustainable Development
GAJZL,Gull Harbour,Undetermined,,Locality,Populated Place,UNP,7180f5fbbee311d892e2080020a0f4c9,51.199167,-96.62,,Manitoba,250000,1954-08-05,Manitoba-Sustainable Development
GBKDD,Gull Lake,Undetermined,,Locality,Populated Place,UNP,97b3816cbef811d892e2080020a0f4c9,50.4061158,-96.5194683,31-16-7E,Manitoba,250000,2014-10-08,Manitoba-Sustainable Development
GAKBI,Gunton,Undetermined,,Community,Populated Place,UNP,7519370cbee311d892e2080020a0f4c9,50.318056,-97.266111,33-15-2-E,Manitoba,250000,1994-03-31,Manitoba-Sustainable Development
GAKCE,Gypsumville,Undetermined,,Community,Populated Place,UNP,764756d9bee311d892e2080020a0f4c9,51.768889,-98.634722,,Manitoba,1000000,1994-03-31,Manitoba-Sustainable Development
GAKCH,Gypsumville Wildlife Management Area,Undetermined,,Wildlife Management Area,Administrative Area,PARK,764d986abee311d892e2080020a0f4c9,51.815278,-98.611111,"32,33-8,9-W",Manitoba,1000000,1979-09-10,Manitoba-Sustainable Development
GAKCQ,Hacienda,Undetermined,,Neighbourhood,Populated Place,UNP,774f29eebee311d892e2080020a0f4c9,49.860556,-97.363611,,Manitoba,50000,1989-11-20,Manitoba-Sustainable Development
GAKCV,Hadashville,Undetermined,,Community,Populated Place,UNP,77726963bee311d892e2080020a0f4c9,49.676667,-95.9075,8-12-E,Manitoba,1000000,1994-03-31,Manitoba-Sustainable Development
GAKDQ,Halbstadt,Undetermined,,Community,Populated Place,UNP,78b808d0bee311d892e2080020a0f4c9,49.045556,-97.37,"22,23-1-1-E",Manitoba,250000,1994-03-31,Manitoba-Sustainable Development
GAKDS,Halcrow,Undetermined,,Railway Point,Populated Place,UNP,78bfd101bee311d892e2080020a0f4c9,54.177222,-100.62472,12-60-22-W,Manitoba,50000,1948-01-06,Manitoba-Sustainable Development
GBLWI,Halcyon Cove,Undetermined,,Community,Populated Place,UNP,72ca633fbef911d892e2080020a0f4c9,50.475278,-96.579167,5-28-7W,Manitoba,50000,2003-11-19,Manitoba-Sustainable Development
GAKEP,Halicz,Undetermined,,Locality,Populated Place,UNP,7ae3e98fbee311d892e2080020a0f4c9,51.301944,-100.3325,3-27-21-W,Manitoba,250000,1933-12-31,Manitoba-Sustainable Development
GAKER,Hallboro,Undetermined,,Community,Populated Place,UNP,7aea2b20bee311d892e2080020a0f4c9,50.146389,-99.448333,34-13-15-W,Manitoba,250000,1994-03-31,Manitoba-Sustainable Development
GAKFO,Hamburg,Undetermined,,Locality,Populated Place,UNP,7c452751bee311d892e2080020a0f4c9,49.215,-97.797222,16-3-3-W,Manitoba,250000,1976-09-01,Manitoba-Sustainable Development
GAKFU,Hamilton Heights,Undetermined,,Neighbourhood,Populated Place,UNP,7d623015bee311d892e2080020a0f4c9,49.878889,-99.973056,,Manitoba,50000,1977-05-30,Manitoba-Sustainable Development
GBSLL,Hamiota,Undetermined,,Town,Populated Place,TOWN,7d8bb11bbee311d892e2080020a0f4c9,50.180555,-100.596111,8-14-23-W,Manitoba,1000000,2011-05-27,Manitoba-Sustainable Development
GAKGE,Hamiota,Undetermined,,Rural Municipality,Administrative Area,MUN2,7d84ac3abee311d892e2080020a0f4c9,50.165,-100.59583,,Manitoba,50000,1933-12-31,Manitoba-Sustainable Development
GAKHA,Hanover,Undetermined,,Rural Municipality,Administrative Area,MUN2,7ebfc458bee311d892e2080020a0f4c9,49.466667,-96.833333,,Manitoba,50000,1933-12-31,Manitoba-Sustainable Development
GBGKQ,Harbour View South,Undetermined,,Neighbourhood,Populated Place,UNP,6f6df8e7bef611d892e2080020a0f4c9,49.919167,-97.035278,,Manitoba,50000,1989-11-20,Manitoba-Sustainable Development
GAKHZ,Harcus,Undetermined,,Locality,Populated Place,UNP,96488c29bee311d892e2080020a0f4c9,50.718056,-98.8325,17-20-10-W,Manitoba,250000,1961-01-19,Manitoba-Sustainable Development
GAKIB,Harding,Undetermined,,Local Urban District,Populated Place,UNP,965e0ffabee311d892e2080020a0f4c9,49.990278,-100.5325,"3,10-12-23-W",Manitoba,250000,1998-11-30,Manitoba-Sustainable Development
GAKIO,Hargrave,Undetermined,,Community,Populated Place,UNP,9a13c504bee311d892e2080020a0f4c9,49.917222,-101.07194,14-11-27-W,Manitoba,250000,1994-03-31,Manitoba-Sustainable Development
GAKIV,Harlington,Undetermined,,Locality,Populated Place,UNP,9c800a1bbee311d892e2080020a0f4c9,52.026944,-101.44306,19-35-28-W,Manitoba,50000,1983-06-01,Manitoba-Sustainable Development
GAKJB,Harmsworth,Undetermined,,Locality,Populated Place,UNP,9cd4449fbee311d892e2080020a0f4c9,49.970833,-100.98583,33-11-26-W,Manitoba,250000,1999-02-19,Manitoba-Sustainable Development
GAKJJ,Harperville,Undetermined,,Locality,Populated Place,UNP,9e8ca305bee311d892e2080020a0f4c9,50.404167,-97.670833,21-16-2-W,Manitoba,250000,1949-08-04,Manitoba-Sustainable Development
GAKJK,Harperville Wildlife Management Area,Undetermined,,Wildlife Management Area,Administrative Area,PARK,9e9b9726bee311d892e2080020a0f4c9,50.429167,-97.690833,"4,5,9-17-2-W",Manitoba,1000000,1978-07-21,Manitoba-Sustainable Development
GAKJT,Harrison,Undetermined,,Rural Municipality,Administrative Area,MUN2,9ef17f5bbee311d892e2080020a0f4c9,50.466111,-100.085,,Manitoba,50000,1933-12-31,Manitoba-Sustainable Development
GBLEC,Harrison Wildlife Management Area,Undetermined,,Wildlife Management Area,Administrative Area,PARK,46e70928bef911d892e2080020a0f4c9,50.48,-100.12139,26-17-20W,Manitoba,1000000,1997-06-18,Manitoba-Sustainable Development
GAKKC,Harrowby,Undetermined,,Community,Populated Place,UNP,a0ed7673bee311d892e2080020a0f4c9,50.755556,-101.45222,28-20-29-W,Manitoba,250000,1994-03-31,Manitoba-Sustainable Development
GBLQJ,Harry Cox Wildlife Refuge,Undetermined,,Wildlife Refuge,Administrative Area,PARK,651b46f4bef911d892e2080020a0f4c9,52.191111,-101.03417,18-37-25W,Manitoba,1000000,2000-12-05,Manitoba-Sustainable Development
GBSPL,Hart,Undetermined,,Indian Reserve,Administrative Area,IR,6ccad746ef764958ab5f1665243c9615,54.420155,-96.551948,,Manitoba,50000,2010-03-03,Indigenous and Northern Affairs Canada
GAKKI,Harte,Undetermined,,Community,Populated Place,UNP,a12faf96bee311d892e2080020a0f4c9,49.985556,-99.467222,4-12-15-W,Manitoba,250000,1994-03-31,Manitoba-Sustainable Development
GAKKP,Hartney,Undetermined,,Town,Populated Place,TOWN,a183c30abee311d892e2080020a0f4c9,49.480833,-100.5225,16-6-23-W,Manitoba,1000000,1955-01-20,Manitoba-Sustainable Development
GAKKQ,Hartney Junction,Undetermined,,Locality,Populated Place,UNP,a2f7292bbee311d892e2080020a0f4c9,49.453056,-99.493889,6-6-15-W,Manitoba,50000,1999-02-19,Manitoba-Sustainable Development
GAKLC,Harwill,Undetermined,,Northern Community,Populated Place,UNP,a36e7c12bee311d892e2080020a0f4c9,51.291944,-97.686111,33-26-2-W,Manitoba,50000,1994-03-31,Manitoba-Sustainable Development
GAKLF,Haskett,Undetermined,,Community,Populated Place,UNP,a3aee074bee311d892e2080020a0f4c9,49.018333,-97.972222,8-1-4-W,Manitoba,250000,1994-03-31,Manitoba-Sustainable Development
GAKMA,Haute,Undetermined,,Railway Point,Populated Place,UNP,a773fed2bee311d892e2080020a0f4c9,49.617222,-95.373056,32-7-16-E,Manitoba,250000,1933-12-31,Manitoba-Sustainable Development
GBSSV,Hawkins,Undetermined,,Indian Reserve,Administrative Area,IR,a5f3a3c834bd49368e01da2d7b3caeed,54.75305,-94.734692,,Manitoba,50000,2011-03-08,Indigenous and Northern Affairs Canada
GAKMS,Hayfield,Undetermined,,Community,Populated Place,UNP,a98e2c4fbee311d892e2080020a0f4c9,49.678333,-100.05917,24-8-20-W,Manitoba,250000,1994-03-31,Manitoba-Sustainable Development
GAKNP,Hayland,Undetermined,,Locality,Populated Place,UNP,ab7b565bbee311d892e2080020a0f4c9,50.990556,-98.728056,13-23-10-W,Manitoba,250000,1947-11-04,Manitoba-Sustainable Development
GAKOF,Haywood,Undetermined,,Local Urban District,Populated Place,UNP,ad691ca4bee311d892e2080020a0f4c9,49.666667,-98.196389,22-8-6-W,Manitoba,250000,1998-11-30,Manitoba-Sustainable Development
GAKOH,Hazel,Undetermined,,Railway Point,Populated Place,UNP,ad792235bee311d892e2080020a0f4c9,49.878611,-96.247222,36-10-9-E,Manitoba,250000,1949-12-01,Manitoba-Sustainable Development
GAKOM,Hazelglen,Undetermined,,Locality,Populated Place,UNP,ad9a65d7bee311d892e2080020a0f4c9,50.018056,-96.635833,19-12-7-E,Manitoba,250000,1939-12-12,Manitoba-Sustainable Development
GAKON,Hazelridge,Undetermined,,Community,Populated Place,UNP,adaf4d68bee311d892e2080020a0f4c9,49.965833,-96.715278,33-11-6-E,Manitoba,250000,1994-03-31,Manitoba-Sustainable Development
GBITC,Headingley,Undetermined,,Parish,Administrative Area,GEOG,7f0a98dcbef711d892e2080020a0f4c9,49.866667,-97.388889,,Manitoba,50000,1994-01-19,Manitoba-Sustainable Development
GBIQY,Headingley,Undetermined,,Rural Municipality,Administrative Area,MUN2,769a1abebef711d892e2080020a0f4c9,49.869722,-97.385556,,Manitoba,50000,1993-12-24,Manitoba-Sustainable Development
GAKOR,Headingley,Undetermined,,Neighbourhood,Populated Place,UNP,addbdbabbee311d892e2080020a0f4c9,49.875278,-97.408333,,Manitoba,250000,1989-11-20,Manitoba-Sustainable Development
GAKOX,Heaman,Undetermined,,Railway Point,Populated Place,UNP,af923d40bee311d892e2080020a0f4c9,55.911667,-101.28861,,Manitoba,50000,1954-03-04,Manitoba-Sustainable Development
GAKPH,Heaslip,Undetermined,,Locality,Populated Place,UNP,b0e37566bee311d892e2080020a0f4c9,49.474167,-100.01417,18-6-19-W,Manitoba,250000,1972-05-25,Manitoba-Sustainable Development
GAKPW,Hecla,Undetermined,,Community,Populated Place,UNP,b2a45f4abee311d892e2080020a0f4c9,51.135,-96.665278,,Manitoba,250000,1994-03-31,Manitoba-Sustainable Development
GBLQD,Hecla Island Wildlife Refuge,Undetermined,,Wildlife Refuge,Administrative Area,PARK,64e2aabebef911d892e2080020a0f4c9,51.065,-96.765556,6-24-5E,Manitoba,1000000,2000-12-05,Manitoba-Sustainable Development
GBLBK,Hecla/Grindstone Provincial Park,Undetermined,,Provincial Park,Administrative Area,PARK,37295852bef911d892e2080020a0f4c9,51.185,-96.581667,25-7E,Manitoba,1000000,1997-06-11,Manitoba-Sustainable Development
GAKQQ,Helston,Undetermined,,Community,Populated Place,UNP,cf457954bee311d892e2080020a0f4c9,50.130278,-99.108889,25-13-13-W,Manitoba,250000,1994-03-31,Manitoba-Sustainable Development
GAKQT,Heming Lake,Undetermined,,Railway Point,Populated Place,UNP,cf94d1d7bee311d892e2080020a0f4c9,54.876111,-101.13917,12-68-25-W,Manitoba,50000,1948-01-06,Manitoba-Sustainable Development
GAKRN,Herb Lake,Undetermined,,Community,Populated Place,UNP,d2c3f1c6bee311d892e2080020a0f4c9,54.778611,-99.778333,67-16-W,Manitoba,250000,1994-03-31,Manitoba-Sustainable Development
GBEYN,Herb Lake Landing,Undetermined,,Northern Community,Populated Place,UNP,7a9a754abef411d892e2080020a0f4c9,54.656944,-99.788889,65-16-W1,Manitoba,50000,1994-03-31,Manitoba-Sustainable Development
GAKRR,Herchmer,Undetermined,,Community,Populated Place,UNP,d2fd2a38bee311d892e2080020a0f4c9,57.370278,-94.169444,,Manitoba,250000,1994-03-31,Manitoba-Sustainable Development
GAKRS,Heritage Park,Undetermined,,Neighbourhood,Populated Place,UNP,d4ca4919bee311d892e2080020a0f4c9,49.890833,-97.282778,,Manitoba,50000,1974-02-18,Manitoba-Sustainable Development
GAKSE,Herriot,Undetermined,,Locality,Populated Place,UNP,d543e5eebee311d892e2080020a0f4c9,56.364722,-101.26,13-85-25-W,Manitoba,250000,1954-03-04,Manitoba-Sustainable Development
GAKSY,Hickey,Undetermined,,Railway Point,Populated Place,UNP,d8311ad9bee311d892e2080020a0f4c9,49.025,-95.512778,9-1-15-E,Manitoba,250000,1967-05-16,Manitoba-Sustainable Development
GBITR,High Bluff,Undetermined,,Parish,Administrative Area,GEOG,811dc178bef711d892e2080020a0f4c9,49.973611,-98.148611,,Manitoba,50000,1994-01-19,Manitoba-Sustainable Development
GAKTO,High Bluff,Undetermined,,Community,Populated Place,UNP,dafa25f4bee311d892e2080020a0f4c9,50.018889,-98.148056,13-12-6-W,Manitoba,250000,1994-03-31,Manitoba-Sustainable Development
GBSPM,High Hill Lake,Undetermined,,Indian Reserve,Administrative Area,IR,1af6973e341e4f3b9426eda4b66fc00d,55.531837,-95.728542,,Manitoba,50000,2010-03-03,Indigenous and Northern Affairs Canada
GAKUI,Highland Glen,Undetermined,,Locality,Populated Place,UNP,de52038fbee311d892e2080020a0f4c9,50.077778,-96.784444,12-13-5-E,Manitoba,250000,1939-12-12,Manitoba-Sustainable Development
GAKUL,Highland Park,Undetermined,,Neighbourhood,Populated Place,UNP,de8855d1bee311d892e2080020a0f4c9,49.878889,-99.949722,,Manitoba,50000,1977-05-30,Manitoba-Sustainable Development
GAKUQ,Highrock,Undetermined,,Community,Populated Place,UNP,de9fae63bee311d892e2080020a0f4c9,55.817778,-100.39639,,Manitoba,250000,1994-03-31,Manitoba-Sustainable Development
GBPFX,Highrock 199,Undetermined,,Indian Reserve,Administrative Area,IR,eb55c84bbbe211d892e2080020a0f4c9,55.916389,-100.48889,,Manitoba,50000,1998-09-18,Indigenous and Northern Affairs Canada
GAKVI,Hilbre,Undetermined,,Community,Populated Place,UNP,e06db7acbee311d892e2080020a0f4c9,51.503333,-98.593333,24-29-9-W,Manitoba,250000,1994-03-31,Manitoba-Sustainable Development
GAKVK,Hilbre Wildlife Management Area,Undetermined,,Wildlife Management Area,Administrative Area,PARK,e08e37febee311d892e2080020a0f4c9,51.518611,-98.706111,"29,30-9,10-W",Manitoba,1000000,1979-09-10,Manitoba-Sustainable Development
GBSSS,Hills Island,Undetermined,,Indian Reserve,Administrative Area,IR,bae2b3c5489a40db9fa9bd0c4e56b889,55.060178,-92.847918,,Manitoba,50000,2012-06-07,Indigenous and Northern Affairs Canada
GAKWF,Hillsburg,Undetermined,,Rural Municipality,Administrative Area,MUN2,e29e7a69bee311d892e2080020a0f4c9,51.333611,-101,,Manitoba,50000,1933-12-31,Manitoba-Sustainable Development
GAKWI,Hillside Beach,Undetermined,,Locality,Populated Place,UNP,e2b0069abee311d892e2080020a0f4c9,50.668333,-96.563611,27-19-7-E,Manitoba,250000,1933-12-31,Manitoba-Sustainable Development
GAKWM,Hilltop,Undetermined,,Locality,Populated Place,UNP,e3f075dcbee311d892e2080020a0f4c9,50.469722,-99.813333,19-17-17-W,Manitoba,250000,1947-11-04,Manitoba-Sustainable Development
GAKWP,Hilton,Undetermined,,Community,Populated Place,UNP,e3fe588dbee311d892e2080020a0f4c9,49.506111,-99.525,26-6-16-W,Manitoba,250000,1994-03-31,Manitoba-Sustainable Development
GAKXR,Hnausa,Undetermined,,Community,Populated Place,UNP,e6d434f2bee311d892e2080020a0f4c9,50.905,-96.995556,21-22-4-E,Manitoba,250000,1994-03-31,Manitoba-Sustainable Development
GBLCU,Hnausa Beach Provincial Park,Undetermined,,Provincial Park,Administrative Area,PARK,3f5d1a86bef911d892e2080020a0f4c9,50.900278,-96.992222,22-4E,Manitoba,1000000,1997-06-11,Manitoba-Sustainable Development
GAKYD,Hochfeld,Undetermined,,Community,Populated Place,UNP,e7118c18bee311d892e2080020a0f4c9,49.078056,-97.936944,"28,33-1-4-W",Manitoba,250000,1994-03-31,Manitoba-Sustainable Development
GAKYE,Hochstadt,Undetermined,,Locality,Populated Place,UNP,e71a65b9bee311d892e2080020a0f4c9,49.474167,-96.872778,"16,17-6-5-E",Manitoba,250000,1952-05-01,Manitoba-Sustainable Development
GAKYF,Hockin,Undetermined,,Railway Point,Populated Place,UNP,e723666abee311d892e2080020a0f4c9,55.276389,-97.830556,34-72-3-W,Manitoba,250000,1933-12-31,Manitoba-Sustainable Development
GAKYG,Hoctor,Undetermined,,Railway Point,Populated Place,UNP,e729f61bbee311d892e2080020a0f4c9,49.871667,-95.691667,36-10-13-E,Manitoba,250000,1933-12-31,Manitoba-Sustainable Development
GAKYM,Hodgson,Undetermined,,Community,Populated Place,UNP,e87561e0bee311d892e2080020a0f4c9,51.215,-97.571667,,Manitoba,1000000,1994-03-31,Manitoba-Sustainable Development
GBPFY,Hole or Hollow Water 10,Undetermined,,Indian Reserve,Administrative Area,IR,eb61881cbbe211d892e2080020a0f4c9,51.168056,-96.283056,,Manitoba,50000,1998-09-18,Indigenous and Northern Affairs Canada
GAKZU,Holland,Undetermined,,Local Urban District,Populated Place,UNP,e9f17aa0bee311d892e2080020a0f4c9,49.5975,-98.879444,27-7-11-W,Manitoba,1000000,1998-11-30,Manitoba-Sustainable Development
GBEZD,Hollow Water,Undetermined,,Community,Populated Place,UNP,7f926e57bef411d892e2080020a0f4c9,51.1925,-96.301944,"4,5-26-9-E",Manitoba,1000000,1983-05-25,Manitoba-Sustainable Development
GALAL,Holmfield,Undetermined,,Local Urban District,Populated Place,UNP,eb376828bee311d892e2080020a0f4c9,49.135556,-99.485556,24-2-16-W,Manitoba,250000,1998-11-30,Manitoba-Sustainable Development
GBIRM,Holmfield Wildlife Management Area,Undetermined,,Wildlife Management Area,Administrative Area,PARK,77624cc5bef711d892e2080020a0f4c9,49.092222,-99.452222,5-2-15W,Manitoba,1000000,1994-01-14,Manitoba-Sustainable Development
GALAV,Homebrook,Undetermined,,Northern Community,Populated Place,UNP,ec633dffbee311d892e2080020a0f4c9,51.740278,-98.882778,14-32-11-W,Manitoba,50000,1994-03-31,Manitoba-Sustainable Development
GALBD,Homewood,Undetermined,,Community,Populated Place,UNP,ec851de4bee311d892e2080020a0f4c9,49.508611,-97.864167,30-6-3-W1,Manitoba,250000,1994-03-31,Manitoba-Sustainable Development
GALBF,Hone,Undetermined,,Locality,Populated Place,UNP,ec8bad95bee311d892e2080020a0f4c9,56.216389,-101.31111,22-83-25-W,Manitoba,250000,1954-03-04,Manitoba-Sustainable Development
GALBY,Hoop and Holler Bend,Undetermined,,Locality,Populated Place,UNP,edddf732bee311d892e2080020a0f4c9,49.927778,-98.219722,11-6-W,Manitoba,50000,1977-06-17,Manitoba-Sustainable Development
GALCS,Horndean,Undetermined,,Community,Populated Place,UNP,f026127fbee311d892e2080020a0f4c9,49.1925,-97.655556,"9,10-3-2-W",Manitoba,250000,1994-03-31,Manitoba-Sustainable Development
GALDA,Horod,Undetermined,,Locality,Populated Place,UNP,f04d2285bee311d892e2080020a0f4c9,50.653611,-100.29861,26-19-21-W,Manitoba,250000,1952-08-14,Manitoba-Sustainable Development
GALGD,Howden,Undetermined,,Community,Populated Place,UNP,f4c7fc6ebee311d892e2080020a0f4c9,49.711389,-97.131944,9-3-E,Manitoba,50000,2002-12-18,Manitoba-Sustainable Development
GALHL,Hughes,Undetermined,,Locality,Populated Place,UNP,f7054154bee311d892e2080020a0f4c9,49.885,-99.545833,35-10-16-W,Manitoba,50000,1968-12-31,Manitoba-Sustainable Development
GBKZY,Hughes Lake,Undetermined,,Locality,Populated Place,UNP,315bbfb4bef911d892e2080020a0f4c9,56.802778,-100.56056,15-90-20W,Manitoba,50000,1999-02-22,Manitoba-Sustainable Development
GALIO,Hummerston,Undetermined,,Locality,Populated Place,UNP,f931be56bee311d892e2080020a0f4c9,50.116667,-99.311389,22-13-14-W,Manitoba,250000,1947-11-04,Manitoba-Sustainable Development
GZACJ,Hurley Island,Undetermined,,Indian Reserve,Administrative Area,IR,e76aa8d95a6011dd9007080020a0f4c9,54.7861111,-93.7527777,,Manitoba,50000,2008-05-01,Indigenous and Northern Affairs Canada
GALKD,Husavik,Undetermined,,Locality,Populated Place,UNP,fb78ef4fbee311d892e2080020a0f4c9,50.563056,-96.992778,21-18-4-E,Manitoba,250000,1978-07-24,Manitoba-Sustainable Development
GALKP,Hybord,Undetermined,,Locality,Populated Place,UNP,fc911619bee311d892e2080020a0f4c9,53.169722,-99.289444,28-48-13-W,Manitoba,50000,1961-12-13,Manitoba-Sustainable Development
GBLBL,Hyland Provincial Park,Undetermined,,Provincial Park,Administrative Area,PARK,385ea403bef911d892e2080020a0f4c9,49.983611,-97.049722,Parish of St. Pauls,Manitoba,1000000,1997-06-11,Manitoba-Sustainable Development
GALLK,Ideal,Undetermined,,Locality,Populated Place,UNP,fdb5c003bee311d892e2080020a0f4c9,50.486111,-97.726944,30-17-2-W,Manitoba,250000,1949-08-04,Manitoba-Sustainable Development
GALLT,Ile des Chênes,Undetermined,,Community,Populated Place,UNP,fddbbe98bee311d892e2080020a0f4c9,49.710556,-96.988333,4-9-4-E,Manitoba,250000,1994-03-31,Manitoba-Sustainable Development
GALLV,Ilford,Undetermined,,Northern Community,Populated Place,UNP,fdea3d8abee311d892e2080020a0f4c9,56.064722,-95.606944,81-12-E,Manitoba,1000000,1994-03-31,Manitoba-Sustainable Development
GALMJ,Indian Bay,Undetermined,,Locality,Populated Place,UNP,ff043912bee311d892e2080020a0f4c9,49.625278,-95.196667,,Manitoba,250000,1976-08-04,Manitoba-Sustainable Development
GBEZE,Indian Birch,Undetermined,,Community,Populated Place,UNP,7fa53308bef411d892e2080020a0f4c9,52.511111,-100.86667,9-41-24-W,Manitoba,50000,1983-05-25,Manitoba-Sustainable Development
GBPFZ,Indian Gardens 8,Undetermined,,Indian Reserve,Administrative Area,IR,eb6e806dbbe211d892e2080020a0f4c9,49.731389,-98.585,,Manitoba,50000,1998-09-18,Indigenous and Northern Affairs Canada
GALNB,Indian Springs,Undetermined,,Locality,Populated Place,UNP,000de0ecbee411d892e2080020a0f4c9,49.389167,-98.908889,17-5-11-W,Manitoba,250000,1936-12-03,Manitoba-Sustainable Development
GALND,Indigo,Undetermined,,Railway Point,Populated Place,UNP,0015820dbee411d892e2080020a0f4c9,49.8775,-95.571389,35-10-14-E,Manitoba,250000,1968-01-30,Manitoba-Sustainable Development
GALNF,Ingelow,Undetermined,,Community,Populated Place,UNP,0023169fbee411d892e2080020a0f4c9,49.990278,-99.608333,9-12-16-W,Manitoba,250000,1994-03-31,Manitoba-Sustainable Development
GALNG,Inglis,Undetermined,,Local Urban District,Populated Place,UNP,00295830bee411d892e2080020a0f4c9,50.944722,-101.25111,36-22-28-W,Manitoba,1000000,1998-11-30,Manitoba-Sustainable Development
GALNS,Inkster Industrial Park,Undetermined,,Industrial Area,Populated Place,UNP,28666687bee411d892e2080020a0f4c9,49.936667,-97.175556,,Manitoba,50000,1974-02-18,Manitoba-Sustainable Development
GBFYI,International Peace Garden,Undetermined,,International Park,Administrative Area,PARK,573590abbef611d892e2080020a0f4c9,49.010833,-100.06667,"2,3,4,9,10,11-1-20-W1",Manitoba,1000000,1988-04-21,Manitoba-Sustainable Development
