,name,source_facility_type,source_id,capacity,facility_type,city,full_address,postal_code,provider
4797,YMCA TWIN BROOKS OUT OF SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,ED06921E420E4822AF7B1C1345F4C00E,56,Day Care,EDMONTON,1120 113 STREET,T6J7J4,Province of Alberta
4800,COUNTRY CLUB OUT OF SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,F9BCE1053DB9297500D8EBB97153F384,78,Day Care,EDMONTON,"462, 6655 178 STREET",T5T4J5,Province of Alberta
4801,BRIGHTPATH FOREST HEIGHTS,DAY CARE PROGRAM,0EF778267271823BDB2F2F054D5BB331,65,Day Care,CALGARY,3527 FONDA WAY SE,T2A6G2,Province of Alberta
4806,THE SUNSHINE FACTORY (DAY CARE) LTD.,DAY CARE PROGRAM,23DE0645CF9635C2657A3314185D6EAA,57,Day Care,EDMONTON,17115/17119 64 AVENUE,T5T2K3,Province of Alberta
4817,BRIGHTPATH FOREST HEIGHTS,OUT OF SCHOOL CARE PROGRAM,40636F04E3967C1DD63EBE288159083F,30,Day Care,CALGARY,3527 FONDA WAY SE,T2A6G1,Province of Alberta
4820,A CHILD FIRST PRESCHOOL INC.,PRE-SCHOOL PROGRAM,4E9645D82916AFE6E5F0DACF7273CE82,24,Day Care,CALGARY,21 HIGH STREET SE,T2Z3T7,Province of Alberta
4827,LITTLE EINSTEINS CHILDCARE AT MOUNT ROYAL,OUT OF SCHOOL CARE PROGRAM,678B2EB28E0271EC89597F9DE7923CB2,50,Day Care,EDMONTON,11303 55 STREET,T5W3P6,Province of Alberta
4833,SUNSHINE FACTORY BEFORE & AFTER SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,89EA1DF52F31E188B26DA87BE1432005,39,Day Care,EDMONTON,17115/17119 64 AVENUE,T5T2K3,Province of Alberta
4837,CALGARY CHILDCARE CENTRE,DAY CARE PROGRAM,97C531F16CDE4CFD77569B1FDFDB25AF,47,Day Care,CALGARY,201-830 1 AVE NE,T2E0C3,Province of Alberta
4841,RED APPLE OUT OF SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,D0A90847E620E5BFFF0CCA127B1A420F,28,Day Care,EDMONTON,#100/101 8944 182 STREET,T5T2E3,Province of Alberta
4843,CALGARY CHILDCARE CENTRE,OUT OF SCHOOL CARE PROGRAM,E4D2DF6362B507DF54FDF012528CEF3A,14,Day Care,CALGARY,201 - 830 1 AVE NE,T2E0C3,Province of Alberta
4847,DRAGONS & BUTTERFLIES CREATIVE PRESCHOOL,DAY CARE PROGRAM,F67B5EDB2E8DB1B715522EE78A9AA8A5,45,Day Care,MEDICINE HAT,2480 - 16 AVENUE SE,T1A3T4,Province of Alberta
4850,RED APPLE DAYCARE,DAY CARE PROGRAM,FAA8DFBBEE13B80C0F9205B455750DFD,42,Day Care,EDMONTON,#100/101 8944 182 STREET,T5T2E3,Province of Alberta
4862,SHAWNESSY DAYCARE,OUT OF SCHOOL CARE PROGRAM,47FE03D1ECC407628CE8A095B48EE0DB,15,Day Care,CALGARY,184 SHAWNESSY DRIVE SW,T2Y1B5,Province of Alberta
4863,SHAWNESSY DAYCARE,DAY CARE PROGRAM,4E360891BAACCD92817829DA955D9770,35,Day Care,CALGARY,184 SHAWNESSY DRIVE SW,T2Y1B5,Province of Alberta
4865,RANCHLANDS CHILDREN COME FIRST ASSOCIATION - EVANSTON,OUT OF SCHOOL CARE PROGRAM,502DCDF50BB78086599E92F33C20096A,77,Day Care,CALGARY,30 EVANSCOVE CIRCLE NW,T3P0A1,Province of Alberta
4867,ATLAS LEARNING ACADEMY LTD.,OUT OF SCHOOL CARE PROGRAM,5C70A0D90159294BD2D0801DC470875F,64,Day Care,AIRDRIE,508 - 3RD AVE SE,T4B2C2,Province of Alberta
4868,CURIOSITY CORNER PRESCHOOL INC.,PRE-SCHOOL PROGRAM,5F134E5E70DA9A21DFDDF05497AF5924,24,Day Care,CALGARY,126 - 790 COVENTRY DRIVE NE,T3K4K4,Province of Alberta
4877,KIDS U WALDEN,DAY CARE PROGRAM,7F8EB339D4408C541E4CB37603888A0F,57,Day Care,CALGARY,250 WALDEN DRIVE SE,T2X0V1,Province of Alberta
4878,DIE KLEINE KINDERSCHULE (RIO TERRACE),PRE-SCHOOL PROGRAM,8282D5A74F3561A64611170F465D6B05,20,Day Care,EDMONTON,7608 - 154 STREET,T5R1R7,Province of Alberta
4880,PURPLE POTAMUS PRESCHOOL,PRE-SCHOOL PROGRAM,98F1492F0A6E9EDAF0985ED3E4F5DE54,24,Day Care,CALGARY,780 - 500 COUNTRY HILLS BLVD NE,T3K4Y7,Province of Alberta
4884,FIRST DISCOVERIES PRESCHOOL,PRE-SCHOOL PROGRAM,B8686BAE1BCF1C0C71F7627B220500D7,18,Day Care,EDMONTON,14323 107A AVENUE,T5N1G2,Province of Alberta
4890,IN THE NEIGHBORHOOD PLAYSCHOOL SOCIETY,PRE-SCHOOL PROGRAM,CFA15B1BE6D03F7D9ACADF54EC3132C3,17,Day Care,EDMONTON,5804 38 AVENUE,T6L3P5,Province of Alberta
4894,ECOLE ST. JOHN PAUL II SCHOOL BEFORE & AFTER SCHOOL CARE PROGRAM,OUT OF SCHOOL CARE PROGRAM,D6B5916923DD5C7148FEDF3281712B40,20,Day Care,MEDICINE HAT,4802 SOUTHLANDS DRIVE SE,T1B0N8,Province of Alberta
4899,KIDS U WALDEN,OUT OF SCHOOL CARE PROGRAM,F3C11829D17566DC97B33EB8E396F7C1,15,Day Care,CALGARY,250 WALDEN DRIVE SE,T2X0V1,Province of Alberta
4901,ATLAS LEARNING ACADEMY LTD.,PRE-SCHOOL PROGRAM,FED5FD428E6F78DA2F0BF15AA94F2A5A,19,Day Care,AIRDRIE,508 - 3RD AVE SE,T4B2C2,Province of Alberta
4909,PREMATERNELLE DE SMOKY RIVER PLAYSCHOOL,PRE-SCHOOL PROGRAM,20A6844916E6B9402B26A16330512255,24,Day Care,FALHER,"134 CENTRAL AVENUE, NE",T0H1M0,Province of Alberta
4918,CHILDREN'S CREATIVE EARLY LEARNING CENTRE,PRE-SCHOOL PROGRAM,53A1345D0BB83719AE76AD2C0C667AD8,24,Day Care,HINTON,213 TAMARACK AVE,T7V1T7,Province of Alberta
4923,SERENDIPITY PRE-KINDERGARTEN ASSOCIATION,PRE-SCHOOL PROGRAM,782AE936CAC0E92F72FA5C82EF616BD6,20,Day Care,OKOTOKS,106 ELMA STREET,T1S1J9,Province of Alberta
4930,ERMINESKIN COMMUNITY PRESCHOOL,PRE-SCHOOL PROGRAM,AEC5C2B72BD14B524520F4B5FAF8587D,18,Day Care,EDMONTON,10709 - 32A AVENUE,T6J4A6,Province of Alberta
4933,PROVOST DAYCARE SOCIETY,DAY CARE PROGRAM,B7D87EECB161654D432EBDA615319EB5,69,Day Care,PROVOST,5024 48TH STREET,T0B3S0,Province of Alberta
4936,KIDS & COMPANY CHILDCARE 108 ST EDMONTON,DAY CARE PROGRAM,FDE7D4723B627F02D34BEEE490CD5346,88,Day Care,EDMONTON,10304 108 STREET,T5J1L9,Province of Alberta
4940,LES PETITES ABEILLES,PRE-SCHOOL PROGRAM,0523D86D95A976C5AB333C5B51542FE1,28,Day Care,COCHRANE,132 QUIGLEY DRIVE,T4C1R1,Province of Alberta
4941,MIKEY'S DAY CARE,DAY CARE PROGRAM,09D7768AA3540819A19BC1C2D18E475E,47,Day Care,EDMONTON,10110 107 AVENUE,T5H0V5,Province of Alberta
4947,LA SOCIETE POMMES DE REINETTE DAYCARE SW,OUT OF SCHOOL CARE PROGRAM,2117E8A2BAEA4E8BB1FAFAB23E0A2383,80,Day Care,CALGARY,110 4800 RICHARD RD SW,T3E6L1,Province of Alberta
4948,IMAGINATION PLAY & LEARN,OUT OF SCHOOL CARE PROGRAM,324314D8898A1BF227FD65D6E1B01AE3,17,Day Care,WEMBLEY,9601 96 STREET,T0H3S0,Province of Alberta
4954,LA SOCIETE POMMES DE REINETTE DAYCARE SW,DAY CARE PROGRAM,40E5DD8324C865F5F786A1F8F30F8C55,70,Day Care,CALGARY,"110, 4800 RICHARD ROAD SW",T3E6L1,Province of Alberta
4955,JUNGLE JUNCTION OUT OF SCHOOL CARE PROGRAM,OUT OF SCHOOL CARE PROGRAM,42D8B16ADA37F1BAEC7313E433025E0A,40,Day Care,OLDS,"5413, 53RD STREET",T4H1P7,Province of Alberta
4960,JUVENESCENCE - MONSIGNOR JS SMITH,OUT OF SCHOOL CARE PROGRAM,5062681D159510ACCADB7356E2E00A71,60,Day Care,CALGARY,2919 DOUGLASDALE BLVD SE,T2Z2H9,Province of Alberta
4961,CHILDREN OF THE WORLD DAYCARE,DAY CARE PROGRAM,625C5B6717D908416E9FAC07D5C2E6C9,64,Day Care,EDMONTON,4047 106 STREET,T6J3S3,Province of Alberta
4963,MUSASA TREE HOUSE CHILD CARE PROGRAM,INNOVATIVE CHILD CARE PROGRAM,65298821DCCBAF845C891810619C18E9,30,Day Care,MEDICINE HAT,SEE FILE,T1A8G8,Province of Alberta
4965,KIDS KOLLEGE NURSERY SCHOOL,PRE-SCHOOL PROGRAM,6CBC6F7F358C563C75F83A33E43241B2,19,Day Care,BELLEVUE,2802 - 222 STREET,T0K0C0,Province of Alberta
4968,LA SOCIETE POMMES DE REINETTE DAYCARE-OSC COCHRANE,OUT OF SCHOOL CARE PROGRAM,7EEFC57401E4AAA6451620901CAF033C,40,Day Care,COCHRANE,132 QUIGLEY DRIVE,T4C1R1,Province of Alberta
4972,MY KINDERHOUSE,PRE-SCHOOL PROGRAM,99B339C266561262DC5715357137993A,40,Day Care,CALGARY,"118, 30 COUNTRY HILLS LANDING NW",T3K5P4,Province of Alberta
4979,KALEIDOSCOPE KIDS PRESCHOOL TUSCANY MARKET,PRE-SCHOOL PROGRAM,AEBD47FB0AF278B5938D2596AD5B4F88,48,Day Care,CALGARY,1062 - 11300 TUSCANY BLVD NW,T3L2V7,Province of Alberta
4984,IMAGINATION PLAY & LEARN,DAY CARE PROGRAM,CAD6E6902DB6E8E8F087189623306B66,34,Day Care,WEMBLEY,9601 96 STREET,T0H3S0,Province of Alberta
4992,KING'S KIDS PRESCHOOL,PRE-SCHOOL PROGRAM,E10AF422632670034BA7F29F8F58A585,28,Day Care,GIBBONS,4910 52 STREET,T0A1N0,Province of Alberta
4994,ST. LUKE'S OUT OF SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,F5DFE269CB93F7088EE8FBC30F4C19FA,25,Day Care,SHERWOOD PARK,22139 SOUTH COOKING LAKE ROAD,T8E1G9,Province of Alberta
4998,LES P'TITS TRESORS - PRE-MATERNELLE,PRE-SCHOOL PROGRAM,03A1D94E08D7CD5FB046683CB256D6C0,10,Day Care,BROOKS,"803 - 4 AVENUE, WEST",T1R0B5,Province of Alberta
4999,ARROWWOOD PRESCHOOL PROGRAM,PRE-SCHOOL PROGRAM,0493DB93053BAF91680030C1E634C6E7,13,Day Care,ARROWWOOD,225 FIRST AVENUE NE,T0L0B0,Province of Alberta
5010,SUGAR PLUM TREE DAY CARE CENTRE,DAY CARE PROGRAM,3F8F6FA3D87D2C8DB7E881D14E3635EA,92,Day Care,PEACE RIVER,"7501, 99 STREET",T8S1R4,Province of Alberta
5015,OXFORD CHILD DEVELOPMENT CENTRE,DAY CARE PROGRAM,4FA1161A82994F9B9A527930B5A3D987,74,Day Care,EDMONTON,7650 156 STREET,T5R4K7,Province of Alberta
5019,CHILD'S WORLD DAY CARE CENTRE,DAY CARE PROGRAM,64B7373BB68AEBADEEA2153B201E677C,59,Day Care,FAIRVIEW,10209 - 109 ST,T0H1L0,Province of Alberta
5030,KERRY WOOD NATURE CENTRE NATURE NURSERY,PRE-SCHOOL PROGRAM,9364DFE482DF11A8E2C898F97B48A9F4,22,Day Care,RED DEER,6300 - 45 AVENUE,T4N3M4,Province of Alberta
5031,KIDS KLUB MAGIC OSC,OUT OF SCHOOL CARE PROGRAM,9855FA017B1EF1431D667F6519C1382D,45,Day Care,EDMONTON,11750 162 AVENUE,T5X4L9,Province of Alberta
5032,HAZELDEAN DAY CARE AND OUT OF SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,9C2CF703BD86ECEA9EF7045E3A6A0074,21,Day Care,EDMONTON,9635 66 AVENUE,T6E0M2,Province of Alberta
5034,SUGAR PLUM TREE PROGRAM FOR SCHOOL AGE CHILDREN,OUT OF SCHOOL CARE PROGRAM,A946C10731AE0564E3CEAEBC3CDD90B2,34,Day Care,PEACE RIVER,"7501, 99 STREET",T8S1R4,Province of Alberta
5035,MONTESSORI NURSERY #1,PRE-SCHOOL PROGRAM,B71E80F093CE60B6F45D8D6E11CD8CCD,100,Day Care,CALGARY,2828 - 19 STREET NW,T2M3V8,Province of Alberta
5040,HELPING HANDS EARLY LEARNING CENTRE (DAYCARE),DAY CARE PROGRAM,D45EF73C1379975BE4C47BD5EBD13368,59,Day Care,EDMONTON,10014 81 AVENUE,T6E1W8,Province of Alberta
5042,HAZELDEAN DAY CARE,DAY CARE PROGRAM,D6FB0D0CCB3118087451CE4B60D9716F,30,Day Care,EDMONTON,9635 66 AVENUE,T6E0M2,Province of Alberta
5043,KLUB BEFORE AND AFTER SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,DAE8713D47E0DA41773BB6BFC967A3E9,60,Day Care,CALGARY,629 - 49 AVE SW,T2S1G6,Province of Alberta
5046,CHILD'S WORLD PROGRAM FOR SCHOOL AGE CHILDREN,OUT OF SCHOOL CARE PROGRAM,E2760094290960C7262670DCE6046BFE,15,Day Care,FAIRVIEW,10209 - 109 ST,T0H1L0,Province of Alberta
5051,MALMO PREKINDERGARTEN,PRE-SCHOOL PROGRAM,16042630459066324FC8618C1A944F21,20,Day Care,EDMONTON,4716 - 115 STREET,T6H3N8,Province of Alberta
5070,BOW VALLEY CHILD CARE CENTRE,DAY CARE PROGRAM,7355D6AC695A52CF385FB6B618E87225,94,Day Care,CALGARY,"320, 255 5 AVENUE SW",T2P3G6,Province of Alberta
5072,SONSHINE PARK PRESCHOOL,PRE-SCHOOL PROGRAM,82E8D89FC0123E42D20952333C32C6A3,36,Day Care,CALGARY,#7 MCKENZIE TOWNE GATE SE,T2Z3W5,Province of Alberta
5075,AIRDRIE DAYCARE LTD. - NORTH,OUT OF SCHOOL CARE PROGRAM,9481F409DAC6927AF23AC2948C5727E0,22,Day Care,AIRDRIE,272194 RANGE ROAD 293 NE,T4A2L5,Province of Alberta
5081,LITTLE ASPEN PLAYSCHOOL,PRE-SCHOOL PROGRAM,C991E7CD420DE340B2B3B5B6F529DAF2,15,Day Care,EDMONTON,12015 - 39A AVENUE,T6J1X6,Province of Alberta
5082,KIDS @ PLAY DAY CARE,DAY CARE PROGRAM,C9A1DB4D5238A48D9406226BEFAB6D7D,89,Day Care,STONY PLAIN,#208 4201 28 STREET,T7Z0K3,Province of Alberta
5085,KIDS @ PLAY OUT OF SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,D7B49A90D047642D48637A0B9BF4E373,70,Day Care,STONY PLAIN,#208 4201 28 STREET,T7Z0K3,Province of Alberta
5088,AIRDRIE DAYCARE LTD. - NORTH,DAY CARE PROGRAM,EBA40694D6332A3976AA93CE51B2E753,63,Day Care,AIRDRIE,272194 RANGE ROAD 293 NE,T4A2L5,Province of Alberta
5089,AVONMORE CHILDREN'S WORLD LTD.,OUT OF SCHOOL CARE PROGRAM,EF29F6AEBDB2E9389C146D83D8D4E1FF,25,Day Care,EDMONTON,7835 76 AVENUE,T6C2N1,Province of Alberta
5095,NEWELL INTEGRATED CHILD CARE CENTRE PROGRAM FOR SCHOOL CHILDREN,OUT OF SCHOOL CARE PROGRAM,2C1331D8A1EE19252E3B4A9B39AD934F,0,Day Care,BROOKS,327 3 STREET WEST,T1R1B7,Province of Alberta
5105,GREY MATTER MONTESSORI INC.,PRE-SCHOOL PROGRAM,47D206C17FCA831FF94CD876035E9496,45,Day Care,CALGARY,"#2004, 2060 SYMONS VALLEY PARKWAY NW",T3P0M9,Province of Alberta
5112,KIDS CLUB DAY CARE-NANTON,DAY CARE PROGRAM,C1FB1C9E94A22166FDD45416B3BFDAA5,36,Day Care,NANTON,2630 24 STREET,T0L1R0,Province of Alberta
5113,TOWN OF HIGH LEVEL-FCSS OUT OF SCHOOL CARE PROGRAM,OUT OF SCHOOL CARE PROGRAM,C4B7049A085AC7CE7F211A45336CFD81,30,Day Care,HIGH LEVEL,10511 103 STREET,T0H1Z0,Province of Alberta
5117,DAVAR CHILD DEVELOPMENT CENTRE,DAY CARE PROGRAM,DA90568568CB6137EB4DB5FE91CDAA15,50,Day Care,CALGARY,3413 - 19TH AVE. SE,T2B0A6,Province of Alberta
5118,NEWELL INTEGRATED CHILD CARE CENTRE,DAY CARE PROGRAM,F05AABD99F21F1D2129B7057B4D4A078,0,Day Care,BROOKS,327 3 STREET WEST,T1R1B7,Province of Alberta
5124,ART SMITH AVIATION ACADEMY OSC,OUT OF SCHOOL CARE PROGRAM,13478FCC24A48B168C0A507DD735B2A2,116,Day Care,COLD LAKE,#54 QUEENSWAY & TAMARAC CRES.,T9M2C3,Province of Alberta
5131,LES KINOU CHOUX OSC,OUT OF SCHOOL CARE PROGRAM,2FD18C13EB41DBE57368B8CBFE3FE11B,44,Day Care,COLD LAKE,4719-69 AVE,T9M2E6,Province of Alberta
5147,VEGREVILLE PRESCHOOL,DAY CARE PROGRAM,62629BAA6FD97A756B554F05E15D43C5,32,Day Care,VEGREVILLE,5106 - 48 AVENUE,T9C1L8,Province of Alberta
5156,LES KINOUCHOUX PRESCHOOL,PRE-SCHOOL PROGRAM,9533BE4B06B23D18FBF1574DCDEA6AFA,44,Day Care,COLD LAKE,4719-69 AVE,T9M2E6,Province of Alberta
5157,NEW SAREPTA PLAYSCHOOL,PRE-SCHOOL PROGRAM,9AED0B24141779825598AF1E3E6B0928,15,Day Care,NEW SAREPTA,5088 1ST AVENUE,T0B3M0,Province of Alberta
5163,BAMBY DAY CARE CENTRE,DAY CARE PROGRAM,BB1599D4D80C0EF8BFDE579D8C8428C1,22,Day Care,EDMONTON,RM #22 13910 122 AVENUE,T5L2W3,Province of Alberta
5165,LES KINOU-CHOUX/ECOLE VOYAGEUR,DAY CARE PROGRAM,BDFD8BEFE6938259023BE5ED5502902B,46,Day Care,COLD LAKE,4719-69 AVENUE,T9M2E6,Province of Alberta
5173,ECOLE ENFANTINE DE ST. PAUL,PRE-SCHOOL PROGRAM,D916761497029FD42DCE5FF23552E65A,32,Day Care,ST. PAUL,4609 40TH STREET,T0A3A2,Province of Alberta
5174,BAMBY OUT OF SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,DB77C12014D7B03373A3D15E9A2A823C,25,Day Care,EDMONTON,RM #20 13910 122 AVENUE,T5L2W3,Province of Alberta
5178,WABAMUN PLAYSCHOOL,PRE-SCHOOL PROGRAM,E42ABBF4181F4E8C2B4B7E1EB512DFF2,20,Day Care,WABAMUN,5305 50 ST,T0E2K0,Province of Alberta
5180,MAYERTHORPE FAMILY DAY HOMES,FAMILY DAY HOME,ED7359D8F0D2F54AE4304975889D38B1,70,Home,MAYERTHORPE,BOX 357,T0E1N0,Province of Alberta
5182,FORT VERMILION HEAD START,PRE-SCHOOL PROGRAM,F24C6A0FE40CD8F60DA7C39228D4B660,15,Day Care,FORT VERMILION,5109 - 43 STREET,T0H1N0,Province of Alberta
5183,ASPEN AFTER SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,F8657600A89794DC364B1088D1F4A1D0,52,Day Care,EDMONTON,11807/11811- 40 AVE,T6J0R8,Province of Alberta
5190,LACOMBE SCHOOL AGE PROGRAM,OUT OF SCHOOL CARE PROGRAM,06E4B9911911332E786D868F8B7EBD28,80,Day Care,LACOMBE,5009 49 STREET,T4L1Y2,Province of Alberta
5194,BOYLE GREAT BEGINNINGS,PRE-SCHOOL PROGRAM,232E9766C73C0AB4A8E7574BFD9D2020,24,Day Care,BOYLE,"5032 TAYLOR ROAD,",T0A0M0,Province of Alberta
5197,SHINING WONDERS MONTESSORI PRESCHOOL & CHILD CARE,DAY CARE PROGRAM,288089F1523F3526334A1D2C9D503371,30,Day Care,CALGARY,7 TUSCARORA CRES. NW,T3L2E9,Province of Alberta
5199,FAIRVIEW FAMILY DAY HOMES,FAMILY DAY HOME,31442C6EEC6597D3E29D27098C9EA834,30,Home,FAIRVIEW,10209 109 STREET,T0H1L0,Province of Alberta
5207,LITTLE EXPLORERS CHILD CARE & DISCOVERY CENTRE - DAY CARE PROGRAM,DAY CARE PROGRAM,55B7FA1A426635173CB26BA1C4F98F6E,72,Day Care,DRUMHELLER,245 - 3 STREET WEST,T0J0Y0,Province of Alberta
5212,BRIGHTPATH COCHRANE,OUT OF SCHOOL CARE PROGRAM,6B2064FCBAF0952C5D1478328BFDEA87,44,Day Care,COCHRANE,609 1ST STREET WEST,T4C1Z6,Province of Alberta
5213,GLENORA PRESCHOOL,PRE-SCHOOL PROGRAM,724DCBCCFFD0DC81ECDA7E28A81F83CD,16,Day Care,EDMONTON,10426 136 STREET,T5N2J4,Province of Alberta
5215,LOUGHEED PLAYSCHOOL,PRE-SCHOOL PROGRAM,7C2A3489D8FBAFFF6E680DDD13531F97,22,Day Care,LOUGHEED,4908 48TH AVENUE,T0B2V0,Province of Alberta
5220,LITTLE EXPLORERS CHILD CARE & DISCOVERY CENTRE - OUT OF SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,9C3484039AF0D9B0CC664AD8BB340779,20,Day Care,DRUMHELLER,245 - 3 STREET WEST,T0J0Y0,Province of Alberta
5236,FUTURE STARS DAYCARE,DAY CARE PROGRAM,B1A858804396E83E087B2632E7D9422A,36,Day Care,COCHRANE,616 2 STREET WEST,T4C1Z7,Province of Alberta
5242,EAST PRAIRIE PRE-K,PRE-SCHOOL PROGRAM,C562FB83CB3907E605C50E59E4639716,30,Day Care,HIGH PRAIRIE,NE 6-72-15-W5M,T0G1E0,Province of Alberta
5244,BRIGHTPATH COCHRANE,DAY CARE PROGRAM,CAE30649BCD2A4C7B44DFBBC2FAB9F0B,76,Day Care,COCHRANE,609 1ST STREET WEST,T4C1Z6,Province of Alberta
5248,STEPPING STONES DAYCARE,DAY CARE PROGRAM,DE31F765B57675A56B14F48531BE9543,19,Day Care,CONSORT,5402 48 STREET,T0C1B0,Province of Alberta
5254,UNIVERSITY KID'S CAMPUS DAYCARE LTD,DAY CARE PROGRAM,EEB9D39639EC80427C892F451FB08E42,56,Day Care,LETHBRIDGE,4401 UNIVERSITY DRIVE,T1K3M4,Province of Alberta
5256,BARRHEAD FAMILY DAY HOMES INC.,FAMILY DAY HOME,F2B8AF38A1CE51353A4C143DEB287B67,100,Home,BARRHEAD,"UNIT A, 5028 - 49A STREET",T7N1A3,Province of Alberta
5258,WEST CHRISTIAN PRESCHOOL,PRE-SCHOOL PROGRAM,0EF03EB83135DE766827F5DECEBCE6D1,20,Day Care,EDMONTON,14425 MCQUEEN ROAD,T5M1H6,Province of Alberta
5265,HOUNSFIELD HEIGHTS BRIAR HILL COMMUNITY ASSOCIATION PLAYSCHOOL,PRE-SCHOOL PROGRAM,2478FE3D8DDA10377EC0B6482A6D3F97,20,Day Care,CALGARY,"ROOM 13, 1233 21 ST NW",T2N2L8,Province of Alberta
5272,LEARN AND PLAY PRESCHOOL ACADEMY,PRE-SCHOOL PROGRAM,41657C4F7E2477E7B77B2F56BC94DC27,38,Day Care,CALGARY,16 BERMUDA DR NW,T3K1H7,Province of Alberta
5278,BUSY KIDS CHILD CARE CENTRE,DAY CARE PROGRAM,56C4EA0DB196C2BEF0A8DB7EEC0CE048,35,Day Care,EDMONTON,12621 153 AVENUE,T5X5X8,Province of Alberta
5292,CALLINGWOOD/LYMBURN COMMUNITY PLAYSCHOOL,PRE-SCHOOL PROGRAM,7B8093994C7C8AE3B28537F76656CD9D,18,Day Care,EDMONTON,18710 - 72 AVENUE,T5T5E9,Province of Alberta
5319,BRIAR HILL CHILDREN'S PROGRAMS-MAYLAND HEIGHTS,OUT OF SCHOOL CARE PROGRAM,A87C5D4803E58D2E3508C12FDF3969FF,56,Day Care,CALGARY,2324 MAUNSELL DRIVE NE,T2E6A2,Province of Alberta
5337,NITON CENTRAL JUNIOR KINDERGARTEN,PRE-SCHOOL PROGRAM,DC54BFB0151DD00538F7D8730E6AD887,24,Day Care,NITON JUNCTION,5307-50TH STREET,T0E1S0,Province of Alberta
5338,CANADIAN ARAB FRIENDSHIP ASSOCIATION PLAYSCHOOL,PRE-SCHOOL PROGRAM,DFC949C76BCB28353B4F3098160EECAE,68,Day Care,EDMONTON,18 CAPITAL CENTRE,T5E6A3,Province of Alberta
5340,COLLICUTT CENTRE PRESCHOOL PROGRAM,PRE-SCHOOL PROGRAM,E58DC629B859B20C8FC749597BF8F2E7,24,Day Care,RED DEER,3031 30 AVE,T4R2Z7,Province of Alberta
5354,WESTHAVEN PREKINDERGARTEN PROGRAM,PRE-SCHOOL PROGRAM,742F231039B369B8B1ACAEF81AD67F4F,20,Day Care,EDSON,1205 WESTHAVEN DRIVE,T7E1S6,Province of Alberta
5355,SEEDS TO SPROUTS OSC,OUT OF SCHOOL CARE PROGRAM,7F0A58767075FF3F07C5F87A13DB673A,29,Day Care,THORHILD,21410 HIGHWAY 18,T0A3J0,Province of Alberta
5358,LEARN 'N' LAUGH FAMILY DAY HOMES LTD.,FAMILY DAY HOME,9D41D4D6A95F9887A82204D3DCBF0CE3,125,Home,ROCKY MOUNTAIN HOUSE,6202 54 STREET,T4T1P1,Province of Alberta
5361,CHILDREN'S DAY OUT,DAY CARE PROGRAM,A5A2810482C586D5BDF74452365A6A22,20,Day Care,EDMONTON,10005 84 STREET,T6A3P8,Province of Alberta
5375,SEEDS TO SPROUTS CHILD CARE,DAY CARE PROGRAM,FEBA594D556065092DF7DDEEDC7524E9,21,Day Care,THORHILD,21410 HIGHWAY 18,T0A3J0,Province of Alberta
5379,PANDA CUB HOUSE CHILDCARE CENTRE,DAY CARE PROGRAM,1901F6C643C665D9024B1E82781EDA9D,23,Day Care,EDMONTON,16203 55 STREET,T5Y0G1,Province of Alberta
5383,EDUCARE LEARNING AND CHILD CARE SERVICES,OUT OF SCHOOL CARE PROGRAM,32BFB6B1F65DBC78D0FD0A67ED7A1786,7,Day Care,EDMONTON,320A SADDLEBACK ROAD,T6J4R7,Province of Alberta
5391,VANIER CATHOLIC JR. KINDERGARTEN,PRE-SCHOOL PROGRAM,5CA67F39F7CA66A8B227BE7DC7FD5704,24,Day Care,EDSON,831-56TH STREET,T7E0A3,Province of Alberta
5396,SPRUCE GROVE PLAYSCHOOL,PRE-SCHOOL PROGRAM,7DF9649B4C47C035247B373065245524,60,Day Care,SPRUCE GROVE,447 KING STREET,T7X2J5,Province of Alberta
5405,EDUCARE LEARNING AND CHILD CARE SERVICES,DAY CARE PROGRAM,BBAB46E202BFBB8701A193026C26C36A,26,Day Care,EDMONTON,320A SADDLEBACK ROAD,T6J4R7,Province of Alberta
5406,DISCOVERY NEST EARLY LEARNING CENTER,DAY CARE PROGRAM,C4D3ABD6A95BDD966A99C8422728886B,28,Day Care,EDMONTON,704 LAUBER CRES,T6R3J9,Province of Alberta
5407,PLAYTIME AND RHYME PRESCHOOL,DAY CARE PROGRAM,C547F15C8CE31C94D6EAACAE13A69FAC,24,Day Care,NANTON,1613 - 26 AVE,T0L1R0,Province of Alberta
5408,JACK & JILL PLAYSCHOOL,PRE-SCHOOL PROGRAM,D2519DF6B4747D7FB37FD3FE2AC2DF89,16,Day Care,LEDUC,5212 50 STREET,T9E6V6,Province of Alberta
