,name,source_facility_type,capacity,infant,toddler,facility_type,city,full_address,postal_code,provider
3014,CENTRE À LA PETITE ENFANCE LE PAPILLON BLEU,CPE,62.0,Y,Y,Day Care,Cowansville,"986, rue du Sud",J2K 2Y3,Province of Quèbec
3015,"CENTRE DE LA PETITE ENFANCE LES CHÉRUBINS, INC.",CPE,80.0,Y,Y,Day Care,Delson,"1, montée des Bouleaux",J5B 1L1,Province of Quèbec
3016,GARDERIE DES MOTS MAGIQUES INC.,GARD,70.0,Y,Y,Day Care,Delson,"66, route 132, local 240",J5B 0A1,Province of Quèbec
3017,LES DOUX CHATONS,GARD,33.0,,,Day Care,Delson,"67C, boulevard Georges-Gagné sud",J5B 1L1,Province of Quèbec
3018,À CHACUN SON HISTOIRE - DELSON INC.,GARD,80.0,,,Day Care,Delson,"35, boulevard Georges-Gagné S",J5B 2E4,Province of Quèbec
3019,CENTRE DE LA PETITE ENFANCE LE COLIBRI DE FARNHAM,CPE,57.0,Y,Y,Day Care,Farnham,"135, rue Saint-André Sud",J2N 2B8,Province of Quèbec
3020,GARDERIE LES COCCINELLES,GARD,80.0,Y,Y,Day Care,Farnham,"541, rue Saint-Paul",J2N 2K2,Province of Quèbec
3021,GARDERIE LES DINOS RIGOLOS INC.,GARD,80.0,Y,Y,Day Care,Farnham,"1700, rue Principale Est",J2N 1N4,Province of Quèbec
3022,ÉCOLE BEE LINGUE,GARD,48.0,,,Day Care,Farnham,"1470, rue Saint-Paul Nord",J2N 2W8,Province of Quèbec
3023,LES PETITES POMMES,CPE,35.0,Y,Y,Day Care,Franklin,"2650, rue du Parc",J0S 1N0,Province of Quèbec
3024,SERVICE DE GARDE HAUT COMME TROIS POMMES (DIVISION LEAHY INC.),GARD,43.0,,,Day Care,Franklin,"2620, route 209",J0S 1N0,Province of Quèbec
3025,CENTRE DE LA PETITE ENFANCE FAMILIGARDE (C.P.E.),CPE,60.0,Y,Y,Day Care,Granby,"840, rue Maisonneuve",J2J 2T9,Province of Quèbec
3026,CENTRE DE LA PETITE ENFANCE LE GRAND CHAPITEAU INC.,CPE,72.0,Y,Y,Day Care,Granby,"111, rue Robinson Nord",J2G 6L3,Province of Quèbec
3027,CENTRE DE LA PETITE ENFANCE LE GRAND CHAPITEAU INC.,CPE,72.0,Y,Y,Day Care,Granby,"107, rue Robinson Nord",J2G 6L3,Province of Quèbec
3028,CENTRE DE LA PETITE ENFANCE LE SOLEIL DE JEANNOT,CPE,52.0,Y,Y,Day Care,Granby,"425, rue Horner",J2G 3T6,Province of Quèbec
3029,CENTRE DE LA PETITE ENFANCE LE SOLEIL DE JEANNOT,CPE,80.0,Y,Y,Day Care,Granby,"1000, rue Le Corbusier",J2G 8V4,Province of Quèbec
3030,CENTRE DE LA PETITE ENFANCE NEZ-À-NEZ,CPE,80.0,Y,Y,Day Care,Granby,"220, rue Davignon",J2G 9M4,Province of Quèbec
3031,CENTRE DE LA PETITE ENFANCE NEZ-À-NEZ,CPE,70.0,Y,Y,Day Care,Granby,"567, rue Desjardins Nord",J2H 1Z5,Province of Quèbec
3032,GARDERIE LES MINIS APPRENTIS INC.,GARD,80.0,Y,Y,Day Care,Granby,"517, rue Denison Est",J2H 0N1,Province of Quèbec
3033,GARDERIE LES MINIS APPRENTIS-SAGES INC.,GARD,60.0,,,Day Care,Granby,"517A, rue Denison E",J2H 0N1,Province of Quèbec
3034,GARDERIE LES PETITS FARFADETS,GARD,80.0,Y,Y,Day Care,Granby,"11, rue des Cygnes",J2H 1X7,Province of Quèbec
3035,GARDERIE LES PETITS POPOTINS INC.,GARD,76.0,,,Day Care,Granby,"419, rue Notre-Dame",J2G 3L6,Province of Quèbec
3036,GARDERIE LES PETITS VOYAGEURS INC.,GARD,80.0,Y,Y,Day Care,Granby,"1270, rue Simonds Sud",J2H 0J6,Province of Quèbec
3037,GARDERIE-RÉPIT AUX CINQ PETITS BONHEURS INC.,GARD,28.0,,,Day Care,Granby,"29, rue Lindor",J2J 0N2,Province of Quèbec
3038,INSTALLATION RUE LE CORBUSIER,CPE,66.0,Y,Y,Day Care,Granby,"990, rue le Corbusier",J2G 8V4,Province of Quèbec
3039,LA GARDERIE LES MOUSSAILLONS,GARD,80.0,Y,Y,Day Care,Granby,"71, rue Drummond, bureau 1",J2G 2S5,Province of Quèbec
3040,LA PETITE ÉCOLE DU MONT INC,GARD,80.0,,,Day Care,Granby,"23, rue Robitaille",J2H 0R7,Province of Quèbec
3041,LES AMOURS DE MAMIE,GARD,37.0,,,Day Care,Granby,"131, boulevard Leclerc Est",J2H 1E8,Province of Quèbec
3042,"CENTRE DE LA PETITE ENFANCE ""LA MAGIE ROSE"" INC.",CPE,54.0,Y,Y,Day Care,Greenfield Park,"3144, boulevard Taschereau",J4V 2H1,Province of Quèbec
3043,CENTRE DE LA PETITE ENFANCE LA PETITE ÉCOLE,CPE,60.0,Y,Y,Day Care,Greenfield Park,"324, rue Hubert",J4V 1S2,Province of Quèbec
3044,GARDERIE CHEZ ROLANDE INC.,GARD,55.0,Y,Y,Day Care,Greenfield Park,"644, rue Laurie",J4V 2A6,Province of Quèbec
3045,GARDERIE EDUCATIVE CERCLE DE JOIE,GARD,78.0,,,Day Care,Greenfield Park,"3141, boulevard Taschereau",J4V 2H2,Province of Quèbec
3046,GARDERIE EDUCATIVE LA MAISON DES ENFANTS,GARD,60.0,,,Day Care,Greenfield Park,"301-277, boulevard Churchill",J4V 2M8,Province of Quèbec
3047,GARDERIE ET JARDIN D'ENFANTS MONTESSORI INC.,GARD,51.0,Y,Y,Day Care,Greenfield Park,"793, rue Campbell",J4V 1Y8,Province of Quèbec
3048,GARDERIE LE MONDE DES ENFANTS ET MONTESSORI INC.,GARD,60.0,,,Day Care,Greenfield Park,"1984, avenue Victoria",J4V 1M6,Province of Quèbec
3049,GARDERIE LES ZAMIDOUX INC.,GARD,47.0,,,Day Care,Greenfield Park,"41, boulevard Churchill",J4V 2L8,Province of Quèbec
3050,GARDERIE P'TITS RUBIS INC.,GARD,80.0,Y,Y,Day Care,Greenfield Park,"508, rue Bellevue",J4V 0A1,Province of Quèbec
3051,LA BOURGEONNIÈRE CENTRE DE LA PETITE ENFANCE,CPE,63.0,Y,Y,Day Care,Greenfield Park,"1670-1672, rue Victoria",J4V 1M3,Province of Quèbec
3052,LA POUSSINIÈRE CENTRE DE LA PETITE ENFANCE,CPE,35.0,Y,Y,Day Care,Greenfield Park,"611, rue Massena",J4V 1E3,Province of Quèbec
3053,LES JEUNES POUSSES DES JARDINS-DU-QUÉBEC INSTALLATION HEMMINGFORD,CPE,39.0,Y,Y,Day Care,Hemmingford,"542, avenue Goyette",J0L 1H0,Province of Quèbec
3054,CENTRE DE LA PETITE ENFANCE LA P'TITE CABOCHE,CPE,31.0,Y,Y,Day Care,Henryville,"206, rue Champagnat",J0J 1E0,Province of Quèbec
3055,CENTRE DE LA PETITE ENFANCE KALÉIDOSCOPE CHILD CARE CENTER,CPE,78.0,Y,Y,Day Care,Hinchinbrooke,"1725, chemin Fairview",J0S 1H0,Province of Quèbec
3056,CENTRE DE LA PETITE ENFANCE MAISON DANS L'ARBRE,CPE,68.0,Y,Y,Day Care,Hudson,"416, rue Main",J0P 1H0,Province of Quèbec
3057,GARDERIE ENTRE DEUX-MONTAGNES,GARD,60.0,Y,Y,Day Care,Hudson,"33, rue Wharf",J0P 1H0,Province of Quèbec
3058,CENTRE ENFANCE ET FAMILLE DE STEP BY STEP / STEP BY STEP CHILD AND FAMILY CENTER,CPE,80.0,Y,Y,Day Care,Kahnawake,", C.P. 771",J0L 1B0,Province of Quèbec
3060,CENTRE ENFANCE ET FAMILLE DE STEP BY STEP / STEP BY STEP CHILD AND FAMILY CENTER,CPE,20.0,Y,Y,Day Care,Kahnawake,", C.P. 771",J0L 1B0,Province of Quèbec
3061,GARDERIE DANDIE,GARD,79.0,,,Day Care,L'Île-Perrot,"189, Grand Boulevard",J7V 4W9,Province of Quèbec
3062,GARDERIE LE COIN DES MARMOTS INC.,GARD,80.0,Y,Y,Day Care,L'Île-Perrot,"192, 7 ieme Avenue, suite 200",J7V 4T4,Province of Quèbec
3063,GARDERIE LES ENFANTS DE L'ÎLE II INC.,GARD,46.0,Y,Y,Day Care,L'Île-Perrot,"239, Grand Boulevard",J7V 4W9,Province of Quèbec
3064,GARDERIE LES PETITES ABEILLES DE L'ÎLE,GARD,75.0,,,Day Care,L'Île-Perrot,"46-475, Grand Boulevard",J7V 4X4,Province of Quèbec
3065,GARDERIE TAMALEY ENR.,GARD,80.0,Y,Y,Day Care,L'Île-Perrot,"40, rue Lucien-Manning",J7V 8V6,Province of Quèbec
3066,GARDERIE ÉDUCATERRE,GARD,80.0,,,Day Care,L'Île-Perrot,"109, boulevard Perrot",J7V 3G3,Province of Quèbec
3067,LES ENFANTS DE L'ILE,GARD,80.0,Y,Y,Day Care,L'Île-Perrot,"131, boulevard Perrot",J7V 3G3,Province of Quèbec
3068,A CHACUN SON HISTOIRE - LA PRAIRIE INC.,GARD,80.0,,,Day Care,La Prairie,"160-950, boulevard des Prés Verts",J5R 0R3,Province of Quèbec
3069,ACADÉMIE PRÉSCOLAIRE KRÉATIVE KIDZ,GARD,80.0,,,Day Care,La Prairie,"1085, chemin Saint-Jean",J5R 2L6,Province of Quèbec
3070,AU COIN DES PIERROTS,GARD,52.0,,,Day Care,La Prairie,"1045, chemin de Saint-Jean",J5R 2L6,Province of Quèbec
3071,CENTRE DE LA PETITE ENFANCE LA MAISON DES BAMBINS,CPE,57.0,Y,Y,Day Care,La Prairie,"273, rue Charles-Péguy Ouest",J5R 3E6,Province of Quèbec
3072,CENTRE DE LA PETITE ENFANCE LA PRAIRIE,CPE,62.0,Y,Y,Day Care,La Prairie,"1000, rue des Tulipes",J5R 5W1,Province of Quèbec
3073,CENTRE DE LA PETITE ENFANCE LA PRAIRIE,CPE,80.0,Y,Y,Day Care,La Prairie,"725, boulevard de Palerme",J5R 6B2,Province of Quèbec
3074,CENTRE DE LA PETITE ENFANCE LA PRAIRIE,CPE,60.0,Y,Y,Day Care,La Prairie,"225, rue des Mésanges",J5R 5W3,Province of Quèbec
3075,GARDERIE ALADIN,GARD,30.0,Y,Y,Day Care,La Prairie,"337, boulevard Taschereau",J5R 1T4,Province of Quèbec
3076,GARDERIE BRIN DE GÉNIE,GARD,80.0,,,Day Care,La Prairie,"540-544, chemin Saint-Jean",J5R 2L1,Province of Quèbec
3077,GARDERIE IMAGINACTION,GARD,80.0,,,Day Care,La Prairie,"1000, boulevard Taschereau",J5R 1W6,Province of Quèbec
3078,GARDERIE JOUER C'EST MAGIQUE INC.,GARD,34.0,Y,Y,Day Care,La Prairie,"995, chemin de Saint-Jean",J5R 2L6,Province of Quèbec
3079,GARDERIE L'OCEAN BLEU 2,GARD,36.0,,,Day Care,La Prairie,"30, boulevard Taschereau, suite 211B",J5R 5H7,Province of Quèbec
3080,GARDERIE L'OCÉAN BLEU,GARD,78.0,,,Day Care,La Prairie,"30, boul. Taschereau, bureau 211",J5R 5H7,Province of Quèbec
3081,GARDERIE LES MILLE ET UN PLAISIRS,GARD,80.0,Y,Y,Day Care,La Prairie,"751, chemin de Saint-Jean",J5R 4S7,Province of Quèbec
3082,LA GARDERIE LA MAGIE DES CALINOURS INC.,GARD,43.0,,,Day Care,La Prairie,"845, chemin de Saint-Jean",J5R 5E6,Province of Quèbec
3083,LE SOLEIL EN SOI ENR.,GARD,41.0,Y,Y,Day Care,La Prairie,"186, rue Saint-Georges",J5R 2M4,Province of Quèbec
3084,LES PETITS PINSONS,GARD,80.0,Y,Y,Day Care,La Prairie,"1255, chemin Saint-José",J5R 6A9,Province of Quèbec
3085,CENTRE DE LA PETITE ENFANCE LES AMIS GATORS,CPE,60.0,Y,Y,Day Care,La Présentation,"910, rue Principale",J0H 1B0,Province of Quèbec
3086,CENTRE DE LA PETITE ENFANCE LA PASSERELLE DES MOUSSES,CPE,70.0,Y,Y,Day Care,Lac-Brome,"238, rue Victoria",J0E 1V0,Province of Quèbec
3087,LES PETITS TRÉSORS DU LAC,GARD,80.0,Y,Y,Day Care,Lac-Brome,"481, chemin de Bondville",J0E 1V0,Province of Quèbec
3088,C.P.E. LE PETIT MONDE DE CALIMÉRO INC.,CPE,60.0,Y,Y,Day Care,Lacolle,"8, rue Landry",J0J 1J0,Province of Quèbec
3089,CENTRE DE LA PETITE ENFANCE DE BLOC EN BLOC,CPE,38.0,Y,Y,Day Care,LeMoyne,"1554, rue Saint-Gérald",J4P 2E4,Province of Quèbec
3090,CENTRE DE LA PETITE ENFANCEDE BLOC EN BLOC,CPE,26.0,Y,Y,Day Care,LeMoyne,"1900, rue Saint-Georges, bureau 101",J4P 3J4,Province of Quèbec
3091,GARDERIE FOOT PRINTS RKSG INC.,GARD,56.0,,,Day Care,LeMoyne,"216, rue Saint-Louis",J4A 2L6,Province of Quèbec
3092,"GARDERIE LES COUCOUS DE L'ENVOL, INC.",GARD,20.0,Y,Y,Day Care,LeMoyne,"1544, rue de l'Église",J4P 2C6,Province of Quèbec
3093,LA MAISON DES ENFANTS MONTESSORI DE TASCHEREAU,GARD,50.0,,,Day Care,LeMoyne,"1908-1910, boulevard Taschereau",J4P 3N2,Province of Quèbec
3094,CENTRE DE LA PETITE ENFANCE SOULANGES,CPE,80.0,Y,Y,Day Care,Les Coteaux,"180, route 338",J7X 1A2,Province of Quèbec
3095,CHÂTEAU DES PETITS PAS INC.,GARD,45.0,,,Day Care,Les Coteaux,"42-46, route 338",J7X 1A2,Province of Quèbec
3096,GARDERIE DES ENFANTS CHOUETTES,GARD,80.0,Y,Y,Day Care,Les Cèdres,"202, chemin Saint-Féréol",J7T 1J3,Province of Quèbec
3097,ACADÉMIE M. GIBEAU INC.,GARD,78.0,,,Day Care,Longueuil,"1085, rue Champlain",J4K 2R2,Province of Quèbec
3098,C.P.E. DU QUARTIER,CPE,79.0,Y,Y,Day Care,Longueuil,"720, rue Darveau",J4L 4K3,Province of Quèbec
3099,C.P.E. DU QUARTIER,CPE,55.0,Y,Y,Day Care,Longueuil,"838, rue Joliette",J4K 4V6,Province of Quèbec
3100,C.P.E. DU QUARTIER,CPE,60.0,Y,Y,Day Care,Longueuil,"485, boulevard Sainte-Foy",J4J 1Y5,Province of Quèbec
3101,CENTRE DE LA PETITE ENFANCE AUX MILLE JEUX,CPE,62.0,Y,Y,Day Care,Longueuil,"300, rue de Gentilly Est",J4H 4A4,Province of Quèbec
3102,CENTRE DE LA PETITE ENFANCE DE LONGUEUIL-EST,CPE,47.0,Y,Y,Day Care,Longueuil,"1465, terrasse Des Ormeaux",J4M 2B4,Province of Quèbec
3103,CENTRE DE LA PETITE ENFANCE L'ATTRAIT MIGNON,CPE,70.0,Y,Y,Day Care,Longueuil,"275, rue Toulouse",J4L 4X1,Province of Quèbec
3104,CENTRE DE LA PETITE ENFANCE LA PETITE SEMENCE,CPE,61.0,Y,Y,Day Care,Longueuil,"2805, rue Sainte-Hélène",J4K 3V5,Province of Quèbec
3105,CENTRE DE LA PETITE ENFANCE LA PETITE SEMENCE,CPE,80.0,Y,Y,Day Care,Longueuil,"1450, rue Nobert",J4K 5H8,Province of Quèbec
3106,CENTRE DE LA PETITE ENFANCE LA PETITE SEMENCE,CPE,13.0,Y,Y,Day Care,Longueuil,"2255, rue Cartier",J4K 4E9,Province of Quèbec
3107,CENTRE DE LA PETITE ENFANCE LE PETIT PAIN D'ÉPICE INC.,CPE,80.0,Y,Y,Day Care,Longueuil,"2022, rue Chamberland",J4J 4M2,Province of Quèbec
3108,CENTRE DE LA PETITE ENFANCE LE PETIT PAIN D'ÉPICE INC.,CPE,44.0,Y,Y,Day Care,Longueuil,"1990, rue Chamberland",J4J 4M2,Province of Quèbec
3109,CENTRE DE LA PETITE ENFANCE LE PETIT PRINCE,CPE,78.0,Y,Y,Day Care,Longueuil,"520, rue Sainte-Hélène",J4K 3R2,Province of Quèbec
3110,CENTRE DE LA PETITE ENFANCE LES PETITS ADULTES,CPE,70.0,Y,Y,Day Care,Longueuil,"785, rue de Châteauguay",J4H 4E4,Province of Quèbec
3111,CENTRE DE LA PETITE ENFANCE MON MONDE À MOI,CPE,80.0,Y,Y,Day Care,Longueuil,"2013, rue Brébeuf",J4J 3P6,Province of Quèbec
3112,CENTRE DE LA PETITE ENFANCE MON MONDE À MOI,CPE,40.0,Y,Y,Day Care,Longueuil,"2326, boulevard Marie-Victorin",J4G 1B4,Province of Quèbec
3113,"CENTRE DE LA PETITE ENFANCE PIERRE-BOUCHER, INSTALLATION CURÉ-POIRIER",CPE,80.0,Y,Y,Day Care,Longueuil,"1450, boulevard Curé-Poirier Est",J4J 5L6,Province of Quèbec
3114,"CENTRE DE LA PETITE ENFANCE PIERRE-BOUCHER, INSTALLATION JACQUES-CARTIER",CPE,80.0,Y,Y,Day Care,Longueuil,"1200, chemin du Tremblay",J4N 1A2,Province of Quèbec
3115,"CENTRE DE LA PETITE ENFANCE PIERRE-BOUCHER, INSTALLATION MARIE-VICTORIN",CPE,80.0,Y,Y,Day Care,Longueuil,"2070, boulevard Marie-Victorin",J4G 1A7,Province of Quèbec
3116,CENTRE DE LA PETITE ENFANCE PIERROT LA LUNE INC. INSTALLATION ARLEQUIN,CPE,80.0,Y,Y,Day Care,Longueuil,"1080, boulevard Sainte-Foy",J4K 1W6,Province of Quèbec
3117,CENTRE DE LA PETITE ENFANCE PIERROT LA LUNE INC. INSTALLATION COLOMBINE,CPE,51.0,Y,Y,Day Care,Longueuil,"920, boulevard Curé-Poirier Ouest",J4K 2C7,Province of Quèbec
3118,CENTRE DE LA PETITE ENFANCE PIERROT LA LUNE INC. INSTALLATION PIERROT,CPE,77.0,Y,Y,Day Care,Longueuil,"1182, rue Daniel",J4J 3M7,Province of Quèbec
3119,CENTRE DE LA PETITE ENFANCE PIERROT LA LUNE INC. INSTALLATION POLICHINELLE,CPE,34.0,Y,Y,Day Care,Longueuil,"269, boulevard Sainte-Foy",J4J 1X2,Province of Quèbec
3120,CENTRE DE LA PETITE ENFANCE PIERROT LA LUNE INC. INSTALLATION SCARAMOUCHE,CPE,80.0,Y,Y,Day Care,Longueuil,"2401, rue Gamache",J4L 1P4,Province of Quèbec
3121,CENTRE DE LA PETITE ENFANCE POMME SOLEIL,CPE,62.0,Y,Y,Day Care,Longueuil,"2100, rue Lasalle",J4K 3J4,Province of Quèbec
3122,CENTRE DE LA PETITE ENFANCE POMME SOLEIL,CPE,60.0,Y,Y,Day Care,Longueuil,"525, rue Adoncour",J4G 2M6,Province of Quèbec
3123,CENTRE DE LA PETITE ENFANCE PRATT,CPE,72.0,Y,Y,Day Care,Longueuil,"550, rue Adoncour",J4G 2V1,Province of Quèbec
3124,CENTRE DE LA PETITE ENFANCE PRATT,CPE,80.0,Y,Y,Day Care,Longueuil,"560, rue Adoncour",J4G 2V1,Province of Quèbec
3125,CENTRE DE LA PETITE ENFANCE SES AMIS,CPE,76.0,Y,Y,Day Care,Longueuil,"625, rue Adoncour",J4G 2M6,Province of Quèbec
3126,CENTRE DE LA PETITE ENFANCE: MA LICORNE,CPE,60.0,Y,Y,Day Care,Longueuil,"2165, rue Sainte-Hélène",J4K 3T5,Province of Quèbec
3127,CENTRE ÉDUCATIF PETIT MONDE,GARD,29.0,,,Day Care,Longueuil,"1418, rue Beauharnois",J4M 1C2,Province of Quèbec
3128,CPE VOS TOUT-PETITS,CPE,62.0,Y,Y,Day Care,Longueuil,"2503, rue Cartier",J4K 4G5,Province of Quèbec
3129,GARDERIE AU PAYS DES COCCINELLES,GARD,80.0,,,Day Care,Longueuil,"482, rue Sainte-Hélène",J4K 3R2,Province of Quèbec
3130,GARDERIE AU PETIT LUTIN INC.,GARD,59.0,Y,Y,Day Care,Longueuil,"606, rue Barthélémy",J4J 1M7,Province of Quèbec
3131,GARDERIE BIA MEL V INC.,GARD,80.0,,,Day Care,Longueuil,"25, boulevard Lafayette",J4K 5C8,Province of Quèbec
3132,GARDERIE DES MINIS ATHLÈTES,GARD,15.0,,,Day Care,Longueuil,"1085, rue Ste-Hélène",J4K 3R9,Province of Quèbec
3133,GARDERIE DES MINIS ATHLÈTES,GARD,60.0,,,Day Care,Longueuil,"1050, rue Ste-Hélène",J4K 3R9,Province of Quèbec
3134,GARDERIE DES P'TITS ZAMIS,GARD,34.0,,,Day Care,Longueuil,"365, rue St-Jean, Suite 025",J4H 2X7,Province of Quèbec
3135,GARDERIE DES PINSONS ENR.,GARD,80.0,Y,Y,Day Care,Longueuil,"1000, boulevard Curé-Poirier Est",J4J 4X1,Province of Quèbec
3136,GARDERIE LAURIE BRICOLE-LÀ,GARD,80.0,,,Day Care,Longueuil,"24, rue Grant",J4H 3H3,Province of Quèbec
3137,GARDERIE LE CENTRE LA BONTE INC.,GARD,80.0,Y,Y,Day Care,Longueuil,"514, rue King Georges",J4J 2V7,Province of Quèbec
3138,GARDERIE MA DÉCOUVERTE LTÉE,GARD,44.0,,,Day Care,Longueuil,"310, boulevard Sainte-Foy",J4J 1X3,Province of Quèbec
3139,GARDERIE MINA ET SES AMIS COMPAGNIE,GARD,60.0,,,Day Care,Longueuil,"1297, chemin de Chambly",J4J 3X1,Province of Quèbec
3140,GARDERIE PETIT MONDE,GARD,70.0,Y,Y,Day Care,Longueuil,"1485, boulevard Desaulniers",J4K 1L5,Province of Quèbec
3141,GARDERIE TOM POUCE INC.,GARD,60.0,Y,Y,Day Care,Longueuil,"1322, rue Sainte-Hélène",J4K 3S6,Province of Quèbec
3142,GARDERIE ÉDUCATIVE & MATERNELLE LA PÉPINIÈRE INC.,GARD,63.0,Y,Y,Day Care,Longueuil,"1960, rue Joliette",J4K 4W9,Province of Quèbec
3143,GARDERIE ÉDUCATIVE ABC 123 INC.,GARD,80.0,,,Day Care,Longueuil,"553, boulevard Sainte-Foy",J4J 1Y7,Province of Quèbec
3144,GARDERIE ÉDUCATIVE BAMBINI INC.,GARD,51.0,,,Day Care,Longueuil,"1329-1331, boulevard Sainte-Foy",J4K 1X8,Province of Quèbec
3145,GARDERIE ÉDUCATIVE CHÂTEAU DES CALINOURS INC.,GARD,15.0,Y,Y,Day Care,Longueuil,"2141, rue Jean-Béliveau, porte 2",J4J 4W1,Province of Quèbec
3146,GARDERIE ÉDUCATIVE L'ÉCOLE DU VILLAGE INC.,GARD,38.0,Y,Y,Day Care,Longueuil,"2480, rue Marmier",J4L 2N8,Province of Quèbec
3147,GARDERIE ÉDUCATIVE LE CLOWN SUR LA LUNE,GARD,80.0,,,Day Care,Longueuil,"100-1644, chemin de Chambly",J4J 3X5,Province of Quèbec
3148,GARDERIE ÉDUCATIVE LES BEAUX OURSINS,GARD,42.0,,,Day Care,Longueuil,"2465, chemin de Chambly",J4L 1M1,Province of Quèbec
3149,GARDERIE ÉDUCATIVE LES GAIS ROSSIGNOLS INC.,GARD,46.0,Y,Y,Day Care,Longueuil,"2831, rue Duclos",J4L 3H5,Province of Quèbec
3150,GARDERIE ÉDUCATIVE SUR LES PAS DE BAMBI,GARD,67.0,,,Day Care,Longueuil,"911, boulevard Roland Thérrien",J4J 4L3,Province of Quèbec
3151,GARDERIE ÉDUCATIVE SUR LES TRACES DE BAMBI INC.,GARD,80.0,,,Day Care,Longueuil,"110, boulevard Roberval Est",J4L 4N6,Province of Quèbec
3152,GARDERIE ÉDUCATIVE VERTENDRE,GARD,80.0,,,Day Care,Longueuil,"1185, chemin du Tremblay",J4N 1R4,Province of Quèbec
3153,L'ACADÉMIE DES FUTÉRUSÉS INC.,GARD,57.0,,,Day Care,Longueuil,"649, rue Adoncour",J4G 2M6,Province of Quèbec
3154,L'UNIVERS DE PIGLOO INC.,GARD,70.0,,,Day Care,Longueuil,"1346, Chemin de Chambly",J4J 3X3,Province of Quèbec
3155,LA JUNGLE ÉDUCATIVE À MARIE-JO,GARD,33.0,,,Day Care,Longueuil,"2330, chemin de Chambly",J4J 3Z6,Province of Quèbec
3156,LA MAISON DES ENFANTS MONTESSORI DE LONGUEUIL INC.,GARD,60.0,,,Day Care,Longueuil,"100-1887, chemin du Tremblay",J4N 1A4,Province of Quèbec
3157,LA POUPONNIÈRE MONTESSORI DE LONGUEUIL INC.,GARD,28.0,,,Day Care,Longueuil,"120-1887, chemin du Tremblay",J4N 1A4,Province of Quèbec
3158,LE CYGNE ENCHANTÉ INC.,GARD,50.0,Y,Y,Day Care,Longueuil,"1911, rue McGill",J4J 3L9,Province of Quèbec
3159,LE PARCOURS DU FAON (1997) INC.,GARD,80.0,Y,Y,Day Care,Longueuil,"1935, chemin du Tremblay",J4N 1A5,Province of Quèbec
3160,LES CHÉRUBINS DE MÉDICIS INC.,GARD,80.0,Y,Y,Day Care,Longueuil,"3150, rue Belcourt",J4M 2W9,Province of Quèbec
3161,LES HEUREUX PETITS DAUPHINS,GARD,66.0,,,Day Care,Longueuil,"1925, rue Saint-Thomas",J4J 3R5,Province of Quèbec
3162,LES OISEAUX DE LONGUEUIL,GARD,73.0,,,Day Care,Longueuil,"3075, rue de Lyon",J4L 3R8,Province of Quèbec
3163,LES PETITS COEURS D'AMOUR,GARD,34.0,,,Day Care,Longueuil,"903, rue Front",J4K 1Z9,Province of Quèbec
3164,MES PREMIERS PAS,GARD,45.0,,,Day Care,Longueuil,"2260, chemin de Chambly",J4J 3Z5,Province of Quèbec
3165,MON RAYON DE SOLEIL,GARD,65.0,,,Day Care,Longueuil,"1045, chemin du Lac",J4J 1W2,Province of Quèbec
3166,ROYAUME DE L'ENFANT,GARD,87.0,Y,Y,Day Care,Longueuil,"125, rue Coulonge",J4G 1H7,Province of Quèbec
3167,ROYAUME ET SÉJOUR DE L'ENFANT,GARD,60.0,Y,Y,Day Care,Longueuil,"300, rue Toulouse",J4L 1H8,Province of Quèbec
3168,À CHACUN SON HISTOIRE - VIEUX-LONGUEUIL INC.,GARD,80.0,,,Day Care,Longueuil,"50-85, rue Saint-Charles Ouest",J4H 1C5,Province of Quèbec
3169,GARDERIE LES APPRENTIS EXPLORATEURS INC. INSTALLATION LÉRY,GARD,70.0,Y,Y,Day Care,Léry,"1400, rue des Galets",J6N 0R9,Province of Quèbec
3170,CENTRE DE LA PETITE ENFANCE MAMIE-POM (CHAPEAU MELON),CPE,60.0,Y,Y,Day Care,Marieville,"2366, rue Du Pont",J3M 1K7,Province of Quèbec
3171,GARDERIE ANGELUS INC.,GARD,80.0,Y,Y,Day Care,Marieville,"2525A, rue Du Pont",J3M 0C5,Province of Quèbec
3172,GARDERIE L'ANGE RUMIEL INC.,GARD,80.0,,,Day Care,Marieville,"2525 B, rue Dupont",J3M 0C5,Province of Quèbec
3173,CENTRE DE LA PETITE ENFANCE LES COPAINS D'ABORD,CPE,54.0,Y,Y,Day Care,McMasterville,"149, rue du Purvis Club",J3G 6S5,Province of Quèbec
3174,GARDERIE LE PETIT SPORT,GARD,66.0,,,Day Care,McMasterville,"759, boulevard Constable",J3G 0K2,Province of Quèbec
3175,INSTALLATION MCMASTERVILLE 2,CPE,45.0,Y,Y,Day Care,McMasterville,"151, rue du Purvis Club",J3G 6S5,Province of Quèbec
3176,INSTALLATION MCMASTERVILLE 3,CPE,55.0,Y,Y,Day Care,McMasterville,"155, rue du Purvis Club",J3G 6S5,Province of Quèbec
3177,LES FRIMOUSSES DE LA VALLÉE,CPE,50.0,Y,Y,Day Care,McMasterville,"300, rue des Camélias",J3G 5B1,Province of Quèbec
3178,C.P.E. PATACHOU,CPE,50.0,Y,Y,Day Care,Mercier,"962, boulevard Saint-Jean-Baptiste",J6R 2K8,Province of Quèbec
3179,C.P.E. PATACHOU,CPE,80.0,Y,Y,Day Care,Mercier,"1, rue de Batiscan",J6R 2P2,Province of Quèbec
